Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
FGF20		8p22	DEL	1	0.2%	No
ARFGAP3		22q13.2	AMP	1	0.2%	No
ANKRD2		10q24.2	DEL	1	0.2%	No
AK5		1p31.1	DEL	1	0.2%	No
AK5		1p31.1	AMP	1	0.2%	No
SERGEF		11p15.1	AMP	1	0.2%	No
OR5L2		11q12.1	DEL	1	0.2%	No
OR5L2		11q12.1	AMP	1	0.2%	No
HSPB8		12q24.23	DEL	1	0.2%	No
GNL3		3p21.1	AMP	1	0.2%	No
SEZ6L2		16p11.2	AMP	1	0.2%	No
NUPR1		16p11.2	AMP	1	0.2%	No
MYOF		10q23.33	AMP	1	0.2%	No
TIMM9		14q23.1	AMP	1	0.2%	No
AATF		17q12	AMP	1	0.2%	No
RGS17		6q25.2	AMP	1	0.2%	No
OSTF1		9q21.13	AMP	1	0.2%	No
MYEOV		11q13.3	AMP	1	0.2%	No
MRPL46		15q25.3	AMP	1	0.2%	No
TBL2		7q11.23	DEL	1	0.2%	No
ELP4		11p13	AMP	1	0.2%	No
OR4F4		15q26.3	DEL	1	0.2%	No
OR2T1		1q44	AMP	1	0.2%	No
RPS6KC1		1q32.3	AMP	1	0.2%	No
SNORD4B		17q11.2	DEL	1	0.2%	No
SNORD4A		17q11.2	DEL	1	0.2%	No
SNORA67		17p13.1	AMP	1	0.2%	No
SNORA66		1p22.1	AMP	1	0.2%	No
SNORD63		5q31.2	AMP	1	0.2%	No
SNORD58B		18q21.1	AMP	1	0.2%	No
SNORD58A		18q21.1	AMP	1	0.2%	No
SNORD54		8q12.1	AMP	1	0.2%	No
SNORD50A		6q14.3	AMP	1	0.2%	No
SNORD45B		1p31.1	DEL	1	0.2%	No
SNORD45B		1p31.1	AMP	1	0.2%	No
SNORD45A		1p31.1	DEL	1	0.2%	No
SNORD45A		1p31.1	AMP	1	0.2%	No
SNORD43		22q13.1	AMP	1	0.2%	No
SNORD42B		17q11.2	DEL	1	0.2%	No
SNORD42A		17q11.2	DEL	1	0.2%	No
SNORD41		19p13.13	DEL	1	0.2%	No
SNORD55		1p34.1	AMP	1	0.2%	No
SNORD36C		9q34.2	DEL	1	0.2%	No
SNORD36B		9q34.2	DEL	1	0.2%	No
SNORD36A		9q34.2	DEL	1	0.2%	No
SNORD35A		19q13.33	AMP	1	0.2%	No
SNORD34		19q13.33	AMP	1	0.2%	No
SNORD33		19q13.33	AMP	1	0.2%	No
SNORD32A		19q13.33	AMP	1	0.2%	No
SNORD24		9q34.2	DEL	1	0.2%	No
SNORA74A		5q31.2	AMP	1	0.2%	No
RNU11		1p35.3	AMP	1	0.2%	No
RNU5F-1		1p34.1	AMP	1	0.2%	No
STEAP1		7q21.13	AMP	1	0.2%	No
SMR3A		4q13.3	DEL	1	0.2%	No
CHORDC1		11q14.3	AMP	1	0.2%	No
GPR160		3q26.2	DEL	1	0.2%	No
FETUB		3q27.3	AMP	1	0.2%	No
CYFIP2		5q33.3	DEL	1	0.2%	No
TCL6		14q32.13	AMP	1	0.2%	No
KCNV1		8q23.2	DEL	1	0.2%	No
CNPPD1		2q35	DEL	1	0.2%	No
NPHP3		3q22.1	DEL	1	0.2%	No
NOX1		Xq22.1	DEL	1	0.2%	No
SIGLEC7		19q13.41	AMP	1	0.2%	No
TRMT2A		22q11.21	AMP	1	0.2%	No
PKD2L2		5q31.2	AMP	1	0.2%	No
LAT		16p11.2	AMP	1	0.2%	No
UTP25		1q32.2	AMP	1	0.2%	No
PELP1		17p13.2	AMP	1	0.2%	No
NSG1		4p16.3	AMP	1	0.2%	No
STAU2		8q21.11	AMP	1	0.2%	No
PPA2		4q24	AMP	1	0.2%	No
GHITM		10q23.1	AMP	1	0.2%	No
TSPAN13		7p21.1	DEL	1	0.2%	No
LYPD3		19q13.31	AMP	1	0.2%	No
FOXP1		3p13	DEL	1	0.2%	Yes
FOXP1		3p13	AMP	1	0.2%	Yes
UQCRQ		5q31.1	AMP	1	0.2%	No
CACYBP		1q25.1	AMP	1	0.2%	No
EIF2AK1		7p22.1	DEL	1	0.2%	No
SDCBP2		20p13	DEL	1	0.2%	No
PDE7B		6q23.3	DEL	1	0.2%	No
DKKL1		19q13.33	AMP	1	0.2%	No
DKK2		4q25	AMP	1	0.2%	No
INPP5J		22q12.2	AMP	1	0.2%	No
AFF4		5q31.1	AMP	1	0.2%	Yes
CYTH4		22q13.1	AMP	1	0.2%	No
SNX5		20p11.23	DEL	1	0.2%	No
SNX5		20p11.23	AMP	1	0.2%	No
CPNE7		16q24.3	DEL	1	0.2%	No
MORC1		3q13.13	AMP	1	0.2%	No
CIDEB		14q12	DEL	1	0.2%	No
FAM184B		4p15.32-p15.31	AMP	1	0.2%	No
STK36		2q35	DEL	1	0.2%	No
STK36		2q35	AMP	1	0.2%	No
ZNF777		7q36.1	DEL	1	0.2%	No
NDOR1		9q34.3	DEL	1	0.2%	No
CHIA		1p13.2	DEL	1	0.2%	No
NAAA		4q21.1	DEL	1	0.2%	No
GLS2		12q13.3	AMP	1	0.2%	No
TUBG2		17q21.2	DEL	1	0.2%	No
SIGLEC9		19q13.41	AMP	1	0.2%	No
SIGLEC8		19q13.41	AMP	1	0.2%	No
DISC2		1q42.2	DEL	1	0.2%	No
DISC1		1q42.2	DEL	1	0.2%	No
IL17C		16q24.2	DEL	1	0.2%	No
IL17B		5q32	AMP	1	0.2%	No
GPR82		Xp11.4	AMP	1	0.2%	No
SERP1		3q25.1	DEL	1	0.2%	No
ARHGEF16		1p36.32	DEL	1	0.2%	No
SIT1		9p13.3	AMP	1	0.2%	No
BBS9		7p14.3	DEL	1	0.2%	No
CHMP2A		19q13.43	AMP	1	0.2%	No
RNF115		1q21.1	AMP	1	0.2%	No
PDCD4		10q25.2	AMP	1	0.2%	No
SRPX2		Xq22.1	DEL	1	0.2%	No
VENTX		10q26.3	AMP	1	0.2%	No
RND1		12q13.12	AMP	1	0.2%	No
PDLIM3		4q35.1	AMP	1	0.2%	No
CRCP		7q11.21	DEL	1	0.2%	No
CRCP		7q11.21	AMP	1	0.2%	No
ADAMDEC1		8p21.2	AMP	1	0.2%	No
ZNF544		19q13.43	AMP	1	0.2%	No
APEX2		Xp11.21	DEL	1	0.2%	No
MOCS3		20q13.13	DEL	1	0.2%	No
RAB30		11q14.1	DEL	1	0.2%	No
RAB30		11q14.1	AMP	1	0.2%	No
BHLHE22		8q12.3	AMP	1	0.2%	No
TNRC6A		16p12.1	AMP	1	0.2%	No
PCDH11X		Xq21.31	DEL	1	0.2%	No
GOLIM4		3q26.2	DEL	1	0.2%	No
EIF3K		19q13.2	DEL	1	0.2%	No
UTP20		12q23.2	DEL	1	0.2%	No
UTP20		12q23.2	AMP	1	0.2%	No
RRP7A		22q13.2	AMP	1	0.2%	No
RABGEF1		7q11.21	DEL	1	0.2%	No
RABGEF1		7q11.21	AMP	1	0.2%	No
POLL		10q24.32	DEL	1	0.2%	No
POLL		10q24.32	AMP	1	0.2%	No
PCSK1N		Xp11.23	AMP	1	0.2%	No
KCNMB4		12q15	DEL	1	0.2%	No
KCNMB4		12q15	AMP	1	0.2%	No
TMEM97		17q11.2	DEL	1	0.2%	No
MCAT		22q13.2	AMP	1	0.2%	No
APOBEC3C		22q13.1	AMP	1	0.2%	No
DESI1		22q13.2	AMP	1	0.2%	No
MAT2B		5q34	AMP	1	0.2%	No
EML4		2p21	AMP	1	0.2%	Yes
HSFY1P1		22q11.1	DEL	1	0.2%	No
HSFY1P1		22q11.1	AMP	1	0.2%	No
TMEM121B		22q11.1	DEL	1	0.2%	No
TMEM121B		22q11.1	AMP	1	0.2%	No
HDHD5		22q11.1	DEL	1	0.2%	No
HDHD5		22q11.1	AMP	1	0.2%	No
CECR3		22q11.1	DEL	1	0.2%	No
CECR3		22q11.1	AMP	1	0.2%	No
CECR2		22q11.1-q11.21	DEL	1	0.2%	No
PCLO		7q21.11	DEL	1	0.2%	Yes
SLCO3A1		15q26.1	DEL	1	0.2%	No
SLCO3A1		15q26.1	AMP	1	0.2%	No
NKIRAS1		3p24.2	DEL	1	0.2%	No
CDH19		18q22.1	DEL	1	0.2%	No
TRIB2		2p24.3	DEL	1	0.2%	No
TRIB2		2p24.3	AMP	1	0.2%	No
MRPS28		8q21.13	AMP	1	0.2%	No
COA3		17q21.2	DEL	1	0.2%	No
GIT1		17q11.2	DEL	1	0.2%	No
SLC27A6		5q23.3	DEL	1	0.2%	No
SPCS1		3p21.1	AMP	1	0.2%	No
C19ORF53		19p13.13	DEL	1	0.2%	No
IFT81		12q24.11	AMP	1	0.2%	No
TMPRSS11E		4q13.2	DEL	1	0.2%	No
KLF15		3q21.3	AMP	1	0.2%	No
SLC43A3		11q12.1	AMP	1	0.2%	No
C16ORF72		16p13.2	AMP	1	0.2%	No
ZCCHC4		4p15.2	AMP	1	0.2%	No
ZC3H7A		16p13.13	AMP	1	0.2%	No
LINC00652		20p11.23	AMP	1	0.2%	No
NDUFAF4		6q16.1	DEL	1	0.2%	No
MED4		13q14.2	AMP	1	0.2%	No
CCDC59		12q21.31	DEL	1	0.2%	No
CHMP4A		14q12	DEL	1	0.2%	No
PHPT1		9q34.3	DEL	1	0.2%	No
MRPL15		8q11.23	AMP	1	0.2%	No
UBE2T		1q32.1	AMP	1	0.2%	No
STXBP6		14q12	DEL	1	0.2%	No
MRPL22		5q33.2	DEL	1	0.2%	No
MRPL22		5q33.2	AMP	1	0.2%	No
ORMDL2		12q13.2	AMP	1	0.2%	No
CNIH4		1q42.11	DEL	1	0.2%	No
RANGRF		17p13.1	DEL	1	0.2%	No
SSU72		1p36.33	DEL	1	0.2%	No
SSU72		1p36.33	AMP	1	0.2%	No
DROSHA		5p13.3	AMP	1	0.2%	Yes
TBK1		12q14.2	DEL	1	0.2%	No
TAGLN3		3q13.2	AMP	1	0.2%	No
MYLIP		6p22.3	DEL	1	0.2%	No
ANKRD11		16q24.3	DEL	1	0.2%	Yes
LGALS13		19q13.2	DEL	1	0.2%	No
RACGAP1		12q13.12	AMP	1	0.2%	No
BLNK		10q24.1	AMP	1	0.2%	No
USP25		21q21.1	AMP	1	0.2%	No
PACSIN3		11p11.2	DEL	1	0.2%	No
TMOD3		15q21.2	AMP	1	0.2%	No
TMOD2		15q21.2	AMP	1	0.2%	No
ABT1		6p22.2	AMP	1	0.2%	No
PARVB		22q13.31	AMP	1	0.2%	No
UQCR10		22q12.2	AMP	1	0.2%	No
POM121L8P		22q11.21	AMP	1	0.2%	No
YPEL1		22q11.21-q11.22	AMP	1	0.2%	No
ZDHHC8		22q11.21	AMP	1	0.2%	No
GRHL1		2p25.1	DEL	1	0.2%	No
GRHL1		2p25.1	AMP	1	0.2%	No
SENP1		12q13.11	AMP	1	0.2%	No
UBN1		16p13.3	AMP	1	0.2%	No
ANAPC2		9q34.3	DEL	1	0.2%	No
CNOT7		8p22	DEL	1	0.2%	No
SNX8		7p22.3	AMP	1	0.2%	No
PSMC3IP		17q21.2	DEL	1	0.2%	No
MYLPF		16p11.2	AMP	1	0.2%	No
GPSM2		1p13.3	DEL	1	0.2%	No
GPSM2		1p13.3	AMP	1	0.2%	No
SAC3D1		11q13.1	AMP	1	0.2%	No
FAM216A		12q24.11	AMP	1	0.2%	No
EEF2K		16p12.2	AMP	1	0.2%	No
ST8SIA5		18q21.1	AMP	1	0.2%	No
SNX15		11q13.1	AMP	1	0.2%	No
GPR171		3q25.1	DEL	1	0.2%	No
HOOK2		19p13.13	DEL	1	0.2%	No
UBIAD1		1p36.22	DEL	1	0.2%	No
UBIAD1		1p36.22	AMP	1	0.2%	No
HCFC2		12q23.3	AMP	1	0.2%	No
RMC1		18q11.2	DEL	1	0.2%	No
RMC1		18q11.2	AMP	1	0.2%	No
PYCR2		1q42.12	DEL	1	0.2%	No
PYCR2		1q42.12	AMP	1	0.2%	No
NME7		1q24.2	AMP	1	0.2%	No
GMPPB		3p21.31	AMP	1	0.2%	No
GMPPA		2q35	DEL	1	0.2%	No
PCDHB1		5q31.3	AMP	1	0.2%	No
GPR132		14q32.33	AMP	1	0.2%	No
RPA4		Xq21.33	DEL	1	0.2%	No
NENF		1q32.3	AMP	1	0.2%	No
ANAPC4		4p15.2	AMP	1	0.2%	No
SERTAD3		19q13.2	DEL	1	0.2%	No
DNMT3L		21q22.3	DEL	1	0.2%	No
DNMT3L		21q22.3	AMP	1	0.2%	No
SERTAD1		19q13.2	DEL	1	0.2%	No
DPP7		9q34.3	DEL	1	0.2%	No
SLC25A24		1p13.3	DEL	1	0.2%	No
SLC25A24		1p13.3	AMP	1	0.2%	No
NRBP1		2p23.3	AMP	1	0.2%	No
MRM2		7p22.3	AMP	1	0.2%	No
CDIP1		16p13.3	AMP	1	0.2%	No
SCHIP1		3q25.32-q25.33	DEL	1	0.2%	No
NRBF2		10q21.3	AMP	1	0.2%	No
OBP2B		9q34.2	DEL	1	0.2%	No
OBP2A		9q34.3	DEL	1	0.2%	No
NOP53		19q13.33	AMP	1	0.2%	No
TNPO2		19p13.13	DEL	1	0.2%	No
EFEMP2		11q13.1	AMP	1	0.2%	No
SH3KBP1		Xp22.12	AMP	1	0.2%	No
SPANXA1		Xq27.2	DEL	1	0.2%	No
HUNK		21q22.11	AMP	1	0.2%	No
KCNIP2		10q24.32	DEL	1	0.2%	No
KCNIP2		10q24.32	AMP	1	0.2%	No
CXXC1		18q21.1	AMP	1	0.2%	No
ZNF354C		5q35.3	DEL	1	0.2%	No
NT5C		17q25.1	DEL	1	0.2%	No
DNTTIP2		1p22.1	AMP	1	0.2%	No
SOCS7		17q12	DEL	1	0.2%	No
EHD3		2p23.1	DEL	1	0.2%	No
CDR2L		17q25.1	DEL	1	0.2%	No
TAX1BP3		17p13.2	AMP	1	0.2%	No
KLK14		19q13.41	AMP	1	0.2%	No
KLK12		19q13.41	AMP	1	0.2%	No
SCAPER		15q24.3	DEL	1	0.2%	No
SCAPER		15q24.3	AMP	1	0.2%	No
WRAP73		1p36.32	DEL	1	0.2%	No
WRAP73		1p36.32	AMP	1	0.2%	No
CLDN20		6q25.3	AMP	1	0.2%	No
SMARCAL1		2q35	DEL	1	0.2%	No
PLA2G3		22q12.2	AMP	1	0.2%	No
MINK1		17p13.2	AMP	1	0.2%	No
NOX3		6q25.3	AMP	1	0.2%	No
SYCP3		12q23.2	AMP	1	0.2%	No
CHST11		12q23.3	AMP	1	0.2%	No
GALNT9		12q24.33	DEL	1	0.2%	No
IL21R		16p12.1	AMP	1	0.2%	Yes
IL22		12q15	DEL	1	0.2%	No
ATP6V0A4		7q34	DEL	1	0.2%	No
ITSN2		2p23.3	DEL	1	0.2%	No
ITSN2		2p23.3	AMP	1	0.2%	No
CUZD1		10q26.13	AMP	1	0.2%	No
ARHGEF4		2q21.1	AMP	1	0.2%	No
ARHGEF3		3p14.3	AMP	1	0.2%	No
PCA3		9q21.2	AMP	1	0.2%	No
HDGFL3		15q25.2	DEL	1	0.2%	No
HDGFL3		15q25.2	AMP	1	0.2%	No
TAS2R3		7q34	DEL	1	0.2%	No
TAS2R4		7q34	DEL	1	0.2%	No
DHH		12q13.12	AMP	1	0.2%	No
TRAT1		3q13.13	AMP	1	0.2%	No
VILL		3p22.2	AMP	1	0.2%	No
SPOCK3		4q32.3	AMP	1	0.2%	No
IMPG2		3q12.3	AMP	1	0.2%	No
PDE11A		2q31.2	DEL	1	0.2%	No
TBX22		Xq21.1	DEL	1	0.2%	No
SOST		17q21.31	DEL	1	0.2%	No
TMED5		1p22.1	AMP	1	0.2%	No
MED31		17p13.1	DEL	1	0.2%	No
MED31		17p13.1	AMP	1	0.2%	No
AMDHD2		16p13.3	AMP	1	0.2%	No
DERL2		17p13.2	AMP	1	0.2%	No
FAHD2A		2q11.1	AMP	1	0.2%	No
EXOSC1		10q24.1	DEL	1	0.2%	No
ISOC1		5q23.3	DEL	1	0.2%	No
EMC9		14q12	DEL	1	0.2%	No
RRP15		1q41	AMP	1	0.2%	No
WASHC3		12q23.2	AMP	1	0.2%	No
GLRX2		1q31.2	AMP	1	0.2%	No
PAM16		16p13.3	AMP	1	0.2%	No
BOLA1		1q21.2	AMP	1	0.2%	No
DESI2		1q44	AMP	1	0.2%	No
PI15		8q21.13	AMP	1	0.2%	No
GMNN		6p22.3	AMP	1	0.2%	No
TXNDC12		1p32.3	AMP	1	0.2%	No
TXNDC11		16p13.13	AMP	1	0.2%	No
CALHM2		10q24.33	DEL	1	0.2%	No
CALHM2		10q24.33	AMP	1	0.2%	No
YARS2		12p11.21	DEL	1	0.2%	No
NMD3		3q26.1	AMP	1	0.2%	No
NOSIP		19q13.33	AMP	1	0.2%	No
TMX2		11q12.1	AMP	1	0.2%	No
GAL		11q13.2	AMP	1	0.2%	No
MLXIPL		7q11.23	DEL	1	0.2%	No
YBX2		17p13.1	DEL	1	0.2%	No
YBX2		17p13.1	AMP	1	0.2%	No
PLLP		16q13	AMP	1	0.2%	No
SEPSECS		4p15.2	AMP	1	0.2%	No
SIDT2		11q23.3	DEL	1	0.2%	No
SH3GLB1		1p22.3	AMP	1	0.2%	No
ZC2HC1A		8q21.13	AMP	1	0.2%	No
PHF20L1		8q24.22	DEL	1	0.2%	No
TFB1M		6q25.3	AMP	1	0.2%	No
METTL9		16p12.2	AMP	1	0.2%	No
LACTB2		8q13.3	AMP	1	0.2%	No
KMT5B		11q13.2	AMP	1	0.2%	No
TRAPPC12		2p25.3	DEL	1	0.2%	No
RMDN1		8q21.3	AMP	1	0.2%	No
MRPS2		9q34.3	DEL	1	0.2%	No
SBDS		7q11.21	DEL	1	0.2%	Yes
SBDS		7q11.21	AMP	1	0.2%	Yes
COMMD2		3q25.1	DEL	1	0.2%	No
IER3IP1		18q21.1	AMP	1	0.2%	No
NAA20		20p11.23	AMP	1	0.2%	No
TRIM17		1q42.13	DEL	1	0.2%	No
TRIM17		1q42.13	AMP	1	0.2%	No
IRAK4		12q12	AMP	1	0.2%	No
HSD17B12		11p11.2	DEL	1	0.2%	No
HSD17B12		11p11.2	AMP	1	0.2%	No
SDF4		1p36.33	DEL	1	0.2%	No
SDF4		1p36.33	AMP	1	0.2%	No
MRTO4		1p36.13	AMP	1	0.2%	No
JPT1		17q25.1	DEL	1	0.2%	No
SERPINA10		14q32.13	AMP	1	0.2%	No
ZNF580		19q13.42	AMP	1	0.2%	No
C3ORF18		3p21.31	AMP	1	0.2%	No
EGFL7		9q34.3	DEL	1	0.2%	Yes
DCTN4		5q33.1	AMP	1	0.2%	No
AADAT		4q33	AMP	1	0.2%	No
CYB5R4		6q14.2	AMP	1	0.2%	No
HSD17B14		19q13.33	AMP	1	0.2%	No
NAGPA		16p13.3	AMP	1	0.2%	No
LEF1		4q25	AMP	1	0.2%	Yes
HAO2		1p12	DEL	1	0.2%	No
DCXR		17q25.3	DEL	1	0.2%	No
GPN3		12q24.11	AMP	1	0.2%	No
ZDHHC2		8p22	DEL	1	0.2%	No
ZDHHC2		8p22	AMP	1	0.2%	No
DDX47		12p13.1	DEL	1	0.2%	No
ACP6		1q21.2	AMP	1	0.2%	No
GP6		19q13.42	AMP	1	0.2%	No
RAB9B		Xq22.2	DEL	1	0.2%	No
GLRX5		14q32.13	AMP	1	0.2%	No
ELOA2		18q21.1	AMP	1	0.2%	No
PIGP		21q22.13	DEL	1	0.2%	No
GLTP		12q24.11	AMP	1	0.2%	No
MZB1		5q31.2	AMP	1	0.2%	No
SHISA5		3p21.31	AMP	1	0.2%	No
PAIP2		5q31.2	AMP	1	0.2%	No
MRPL30		2q11.2	DEL	1	0.2%	No
CDKL3		5q31.1	AMP	1	0.2%	No
KLF3		4p14	DEL	1	0.2%	No
MAPKAPK5-AS1		12q24.12	AMP	1	0.2%	No
ZNF571		19q13.12	DEL	1	0.2%	No
DNAJC27		2p23.3	DEL	1	0.2%	No
IER5		1q25.3	AMP	1	0.2%	No
COA4		11q13.4	AMP	1	0.2%	No
GMPR2		14q12	DEL	1	0.2%	No
PCDH12		5q31.3	AMP	1	0.2%	No
FKBP11		12q13.12	AMP	1	0.2%	No
FAM13B		5q31.2	AMP	1	0.2%	No
FAM53C		5q31.2	AMP	1	0.2%	No
REEP2		5q31.2	AMP	1	0.2%	No
SLC25A37		8p21.2	DEL	1	0.2%	No
SLC25A37		8p21.2	AMP	1	0.2%	No
GASK1B		4q32.1	AMP	1	0.2%	No
PHF21A		11p11.2	DEL	1	0.2%	No
PHF21A		11p11.2	AMP	1	0.2%	No
MRPL35		2p11.2	AMP	1	0.2%	No
RSRC1		3q25.32	AMP	1	0.2%	No
MEX3C		18q21.2	AMP	1	0.2%	No
ARL17A		17q21.31	AMP	1	0.2%	No
AHSP		16p11.2	AMP	1	0.2%	No
ARL6IP4		12q24.31	DEL	1	0.2%	No
TNFRSF12A		16p13.3	AMP	1	0.2%	No
ZNF771		16p11.2	AMP	1	0.2%	No
NGRN		15q26.1	DEL	1	0.2%	No
NGRN		15q26.1	AMP	1	0.2%	No
CRNKL1		20p11.23	AMP	1	0.2%	No
TAOK3		12q24.23	DEL	1	0.2%	No
KRT76		12q13.13	AMP	1	0.2%	No
ZNF117		7q11.21	DEL	1	0.2%	No
WT1-AS		11p13	AMP	1	0.2%	No
MBTPS2		Xp22.12	AMP	1	0.2%	No
CHST15		10q26.13	AMP	1	0.2%	No
ZMYND10		3p21.31	AMP	1	0.2%	No
POP5		12q24.31	DEL	1	0.2%	No
TMA7		3p21.31	AMP	1	0.2%	No
ATRAID		2p23.3	AMP	1	0.2%	No
SNX7		1p21.3	DEL	1	0.2%	No
SNX7		1p21.3	AMP	1	0.2%	No
ANGPT4		20p13	DEL	1	0.2%	No
CRLF3		17q11.2	DEL	1	0.2%	No
CRLF3		17q11.2	AMP	1	0.2%	No
CSAD		12q13.13	AMP	1	0.2%	No
AIG1		6q24.2	DEL	1	0.2%	No
WDR83OS		19p13.13	DEL	1	0.2%	No
PPME1		11q13.4	AMP	1	0.2%	No
HEMK1		3p21.31	AMP	1	0.2%	No
AMOTL2		3q22.2	DEL	1	0.2%	No
ZNF107		7q11.21	DEL	1	0.2%	No
ANAPC7		12q24.11	AMP	1	0.2%	No
IP6K2		3p21.31	AMP	1	0.2%	No
LCMT1		16p12.1	AMP	1	0.2%	No
RHCG		15q26.1	AMP	1	0.2%	No
SFMBT1		3p21.1	AMP	1	0.2%	No
GPR89B		1q21.2	AMP	1	0.2%	No
LIMA1		12q13.12	AMP	1	0.2%	No
ANKFY1		17p13.2	AMP	1	0.2%	No
TRIAP1		12q24.31	DEL	1	0.2%	No
HIKESHI		11q14.2	DEL	1	0.2%	No
RTF2		20q13.31	AMP	1	0.2%	No
GTSE1		22q13.31	AMP	1	0.2%	Yes
NCKIPSD		3p21.31	AMP	1	0.2%	No
LARS		5q32	AMP	1	0.2%	No
CXXC5		5q31.2	AMP	1	0.2%	No
GSKIP		14q32.2	AMP	1	0.2%	No
ANAPC11		17q25.3	DEL	1	0.2%	No
PHF7		3p21.1	AMP	1	0.2%	No
VTA1		6q24.1-q24.2	DEL	1	0.2%	No
MTFP1		22q12.2	AMP	1	0.2%	No
SIRT7		17q25.3	DEL	1	0.2%	No
CINP		14q32.31	AMP	1	0.2%	No
ACKR4		3q22.1	DEL	1	0.2%	No
RAB6B		3q22.1	DEL	1	0.2%	No
HDAC7		12q13.11	AMP	1	0.2%	Yes
TDP2		6p22.3	AMP	1	0.2%	No
GDE1		16p12.3	AMP	1	0.2%	No
ESF1		20p12.1	AMP	1	0.2%	No
PCF11		11q14.1	DEL	1	0.2%	No
PCF11		11q14.1	AMP	1	0.2%	No
MED15		22q11.21	AMP	1	0.2%	No
TRIM33		1p13.2	DEL	1	0.2%	Yes
NBAS		2p24.3	DEL	1	0.2%	No
EEF1AKNMT		1q24.3	AMP	1	0.2%	No
ATP6V1H		8q11.23	AMP	1	0.2%	No
GET4		7p22.3	AMP	1	0.2%	No
DPH5		1p21.2	DEL	1	0.2%	No
DPH5		1p21.2	AMP	1	0.2%	No
CCZ1		7p22.1	DEL	1	0.2%	No
DYNC2LI1		2p21	AMP	1	0.2%	No
SF3B6		2p23.3	DEL	1	0.2%	No
SF3B6		2p23.3	AMP	1	0.2%	No
MRPL48		11q13.4	AMP	1	0.2%	No
TMBIM4		12q14.3	DEL	1	0.2%	No
CIAO2B		16q22.1	AMP	1	0.2%	No
MRPS33		7q34	DEL	1	0.2%	No
STYXL1		7q11.23	DEL	1	0.2%	No
FKBP7		2q31.2	DEL	1	0.2%	No
ZFR		5p13.3	AMP	1	0.2%	No
ASB2		14q32.12	AMP	1	0.2%	No
SUFU		10q24.32	DEL	1	0.2%	Yes
CPSF3		2p25.1	DEL	1	0.2%	No
TRAPPC2L		16q24.3	DEL	1	0.2%	No
HECA		6q24.1	DEL	1	0.2%	No
VPS29		12q24.11	AMP	1	0.2%	No
NLK		17q11.2	DEL	1	0.2%	No
GPRC5B		16p12.3	AMP	1	0.2%	No
ZNF44		19p13.2	DEL	1	0.2%	No
SELENOT		3q25.1	DEL	1	0.2%	No
DNAJB11		3q27.3	AMP	1	0.2%	No
POLR3K		16p13.3	DEL	1	0.2%	No
POLR3K		16p13.3	AMP	1	0.2%	No
WBP11		12p12.3	DEL	1	0.2%	No
MSRB1		16p13.3	AMP	1	0.2%	No
RAPGEF6		5q31.1	AMP	1	0.2%	No
TMEM8B		9p13.3	AMP	1	0.2%	No
SYT17		16p12.3	AMP	1	0.2%	No
GNG13		16p13.3	DEL	1	0.2%	No
MYOZ2		4q26	AMP	1	0.2%	No
KDM3B		5q31.2	AMP	1	0.2%	No
ASIC5		4q32.1	AMP	1	0.2%	No
SIX4		14q23.1	AMP	1	0.2%	No
TUBA8		22q11.21	AMP	1	0.2%	No
GALNT7		4q34.1	AMP	1	0.2%	No
ADA2		22q11.1	DEL	1	0.2%	No
ADA2		22q11.1	AMP	1	0.2%	No
BTBD1		15q25.2	DEL	1	0.2%	No
BTBD1		15q25.2	AMP	1	0.2%	No
TM6SF1		15q25.2	DEL	1	0.2%	No
TM6SF1		15q25.2	AMP	1	0.2%	No
LRP1B		2q22.1-q22.2	AMP	1	0.2%	Yes
PANK1		10q23.31	DEL	1	0.2%	No
NUP54		4q21.1	DEL	1	0.2%	No
STX18		4p16.3-p16.2	AMP	1	0.2%	No
PRKAG3		2q35	DEL	1	0.2%	No
PRKAG3		2q35	AMP	1	0.2%	No
RIPPLY3		21q22.13	DEL	1	0.2%	No
P2RY13		3q25.1	DEL	1	0.2%	No
GPR84		12q13.13	AMP	1	0.2%	No
IL20RA		6q23.3	DEL	1	0.2%	No
IL20RA		6q23.3	AMP	1	0.2%	No
GPR87		3q25.1	DEL	1	0.2%	No
C11ORF24		11q13.2	AMP	1	0.2%	No
CLDN22		4q35.1	AMP	1	0.2%	No
MYO3A		10p12.1	DEL	1	0.2%	No
A4GALT		22q13.2	AMP	1	0.2%	No
CPSF2		14q32.12	AMP	1	0.2%	No
BRWD1		21q22.2	AMP	1	0.2%	No
PCBP3		21q22.3	AMP	1	0.2%	No
C21ORF58		21q22.3	DEL	1	0.2%	No
YBEY		21q22.3	DEL	1	0.2%	No
LINC00160		21q22.12	AMP	1	0.2%	No
SMIM11A		21q22.11-q22.12	AMP	1	0.2%	No
CHODL-AS1		21q21.1	AMP	1	0.2%	No
TSPEAR-AS1		21q22.3	AMP	1	0.2%	No
TSPEAR		21q22.3	AMP	1	0.2%	No
LINC00113		21q21.3	DEL	1	0.2%	No
LINC00113		21q21.3	AMP	1	0.2%	No
LINC00112		21q22.3	AMP	1	0.2%	No
LINC00111		21q22.3	AMP	1	0.2%	No
FAM3B		21q22.3	AMP	1	0.2%	No
RIPK4		21q22.3	AMP	1	0.2%	No
CLIC6		21q22.12	AMP	1	0.2%	No
