Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
TWIST2		2q37.3	DEL	19	3.7%	No
OR52B4		11p15.4	DEL	19	3.7%	No
C19ORF18		19q13.43	DEL	19	3.7%	No
ZNF418		19q13.43	DEL	19	3.7%	No
ZNF417		19q13.43	DEL	19	3.7%	No
ZNF497		19q13.43	DEL	19	3.7%	No
ZNF550		19q13.43	DEL	19	3.7%	No
CLEC4C		12p13.31	AMP	19	3.7%	No
ZNF584		19q13.43	DEL	19	3.7%	No
ZSCAN4		19q13.43	DEL	19	3.7%	No
TSNARE1		8q24.3	AMP	19	3.7%	No
TMEM86B		19q13.42	DEL	19	3.7%	No
ZNF549		19q13.43	DEL	19	3.7%	No
H19		11p15.5	DEL	19	3.7%	No
MRGPRG-AS1		11p15.4	DEL	19	3.7%	No
ZIK1		19q13.43	DEL	19	3.7%	No
ZNF776		19q13.43	DEL	19	3.7%	No
ZSCAN1		19q13.43	DEL	19	3.7%	No
LINC01591		8q24.22	AMP	19	3.7%	No
CLEC4D		12p13.31	AMP	19	3.7%	No
ZSCAN22		19q13.43	DEL	19	3.7%	No
ZNF530		19q13.43	DEL	19	3.7%	No
DNAAF3		19q13.42	DEL	19	3.7%	No
DPPA3		12p13.31	AMP	19	3.7%	No
NANOGNB		12p13.31	AMP	19	3.7%	No
MRGPRG		11p15.4	DEL	19	3.7%	No
ZNF324B		19q13.43	DEL	19	3.7%	No
SNORC		2q37.1	DEL	19	3.7%	No
LINC00937		12p13.31	AMP	19	3.7%	No
MROH5		8q24.3	AMP	19	3.7%	No
PRSS57		19p13.3	AMP	19	3.7%	No
LINC01940		2q37.3	DEL	19	3.7%	No
ZNF705A		12p13.31	AMP	19	3.7%	No
FAM66C		12p13.31	AMP	19	3.7%	No
A1BG-AS1		19q13.43	DEL	19	3.7%	No
ZFAT-AS1		8q24.22	AMP	19	3.7%	No
LINC00051		8q24.3	AMP	19	3.7%	No
POU5F1P3		12p13.31	AMP	19	3.7%	No
RNF225		19q13.43	DEL	19	3.7%	No
FAM86FP		12p13.31	AMP	19	3.7%	No
SNORA54		11p15.4	DEL	19	3.7%	No
INS-IGF2		11p15.5	DEL	19	3.7%	No
ZNF814		19q13.43	DEL	19	3.7%	No
LINC01300		8q24.3	AMP	19	3.7%	No
LOC100128398		19q13.43	DEL	19	3.7%	No
MZF1-AS1		19q13.43	DEL	19	3.7%	No
MRPL23-AS1		11p15.5	DEL	19	3.7%	No
ZNF587B		19q13.43	DEL	19	3.7%	No
LINC02749		11p15.4	DEL	19	3.7%	No
RNU6-35P		4q25	DEL	19	3.7%	No
RNU6-64P		13q12.3	DEL	19	3.7%	No
CD81-AS1		11p15.5	DEL	19	3.7%	No
ART1		11p15.4	DEL	18	3.5%	No
ADGRB1		8q24.3	AMP	18	3.5%	No
CDC34		19p13.3	AMP	18	3.5%	No
CNN2		19p13.3	AMP	18	3.5%	No
COL6A3		2q37.3	DEL	18	3.5%	No
CYC1		8q24.3	AMP	18	3.5%	No
EEF1D		8q24.3	AMP	18	3.5%	No
FCAR		19q13.42	DEL	18	3.5%	No
B4GALNT1		12q13.3	AMP	18	3.5%	No
GLI4		8q24.3	AMP	18	3.5%	No
GPT		8q24.3	AMP	18	3.5%	No
GRINA		8q24.3	AMP	18	3.5%	No
GZMM		19p13.3	AMP	18	3.5%	No
HSF1		8q24.3	AMP	18	3.5%	No
KIR2DL1		19q13.42	DEL	18	3.5%	No
KIR2DL3		19q13.42	DEL	18	3.5%	No
KIR2DL4		19q13.42	DEL	18	3.5%	No
KIR2DS4		19q13.42	DEL	18	3.5%	No
KIR3DL1		19q13.42	DEL	18	3.5%	No
KIR3DL2		19q13.42	DEL	18	3.5%	No
TONSL		8q24.3	AMP	18	3.5%	No
PLEC		8q24.3	AMP	18	3.5%	No
POLR2E		19p13.3	AMP	18	3.5%	No
RPL8		8q24.3	AMP	18	3.5%	No
SAG		2q37.1	DEL	18	3.5%	No
TRIM21		11p15.4	DEL	18	3.5%	No
TNNT3		11p15.5	DEL	18	3.5%	No
TRPC2		11p15.4	DEL	18	3.5%	No
TRPS1		8q23.3	AMP	18	3.5%	No
TSTA3		8q24.3	AMP	18	3.5%	No
ZNF7		8q24.3	AMP	18	3.5%	No
ZNF16		8q24.3	AMP	18	3.5%	No
ZNF195		11p15.4	DEL	18	3.5%	No
MFAP5		12p13.31	AMP	18	3.5%	No
MADCAM1		19p13.3	AMP	18	3.5%	No
DGKD		2q37.1	DEL	18	3.5%	No
DGAT1		8q24.3	AMP	18	3.5%	No
GPAA1		8q24.3	AMP	18	3.5%	No
PER2		2q37.3	DEL	18	3.5%	No
FOXH1		8q24.3	AMP	18	3.5%	No
LRRFIP1		2q37.3	DEL	18	3.5%	No
RECQL4		8q24.3	AMP	18	3.5%	Yes
NCR1		19q13.42	DEL	18	3.5%	No
LRRC14		8q24.3	AMP	18	3.5%	No
ZNF623		8q24.3	AMP	18	3.5%	No
ARL4C		2q37.1	DEL	18	3.5%	No
RAMP1		2q37.3	DEL	18	3.5%	No
ABCA7		19p13.3	AMP	18	3.5%	No
PUF60		8q24.3	AMP	18	3.5%	No
PHF8		Xp11.22	AMP	18	3.5%	No
ZC3H3		8q24.3	AMP	18	3.5%	No
BOP1		8q24.3	AMP	18	3.5%	No
SCRIB		8q24.3	AMP	18	3.5%	No
ARHGAP45		19p13.3	AMP	18	3.5%	No
SH3BP4		2q37.2	DEL	18	3.5%	No
TRAF3IP1		2q37.3	DEL	18	3.5%	No
FBXL6		8q24.3	AMP	18	3.5%	No
CHIC2		4q12	AMP	18	3.5%	Yes
OPLAH		8q24.3	AMP	18	3.5%	No
PGAP2		11p15.4	DEL	18	3.5%	No
COMMD5		8q24.3	AMP	18	3.5%	No
CPSF1		8q24.3	AMP	18	3.5%	No
CYHR1		8q24.3	AMP	18	3.5%	No
PRLH		2q37.3	DEL	18	3.5%	No
VPS28		8q24.3	AMP	18	3.5%	No
HGH1		8q24.3	AMP	18	3.5%	No
KCNK9		8q24.3	AMP	18	3.5%	No
SCLY		2q37.3	DEL	18	3.5%	No
ASB1		2q37.3	DEL	18	3.5%	No
CHRAC1		8q24.3	AMP	18	3.5%	No
EXOSC4		8q24.3	AMP	18	3.5%	No
ATG16L1		2q37.1	DEL	18	3.5%	No
USP40		2q37.1	DEL	18	3.5%	No
HJURP		2q37.1	DEL	18	3.5%	No
HES6		2q37.3	DEL	18	3.5%	No
SLC39A4		8q24.3	AMP	18	3.5%	No
CHRNA10		11p15.4	DEL	18	3.5%	No
AICDA		12p13.31	AMP	18	3.5%	No
RIMKLB		12p13.31	AMP	18	3.5%	No
ZNF250		8q24.3	AMP	18	3.5%	No
RAB17		2q37.3	DEL	18	3.5%	No
SLC26A10		12q13.3	AMP	18	3.5%	No
PYCR3		8q24.3	AMP	18	3.5%	No
C8ORF33		8q24.3	AMP	18	3.5%	No
RHPN1-AS1		8q24.3	AMP	18	3.5%	No
TRPM8		2q37.1	DEL	18	3.5%	No
SLC52A2		8q24.3	AMP	18	3.5%	No
GSDMD		8q24.3	AMP	18	3.5%	No
ZNF696		8q24.3	AMP	18	3.5%	No
ARHGAP39		8q24.3	AMP	18	3.5%	No
ZNF34		8q24.3	AMP	18	3.5%	No
ILKAP		2q37.3	DEL	18	3.5%	No
SHARPIN		8q24.3	AMP	18	3.5%	No
EPPK1		8q24.3	AMP	18	3.5%	No
SCRT1		8q24.3	AMP	18	3.5%	No
MAF1		8q24.3	AMP	18	3.5%	No
PARP10		8q24.3	AMP	18	3.5%	No
TIGD5		8q24.3	AMP	18	3.5%	No
PPP1R16A		8q24.3	AMP	18	3.5%	No
ZNF251		8q24.3	AMP	18	3.5%	No
KIFC2		8q24.3	AMP	18	3.5%	No
TPGS1		19p13.3	AMP	18	3.5%	No
NAPRT		8q24.3	AMP	18	3.5%	No
CLEC6A		12p13.31	AMP	18	3.5%	No
MFSD3		8q24.3	AMP	18	3.5%	No
RHPN1		8q24.3	AMP	18	3.5%	No
ARHGEF25		12q13.3	AMP	18	3.5%	No
KIR3DL3		19q13.42	DEL	18	3.5%	No
TOP1MT		8q24.3	AMP	18	3.5%	No
ART5		11p15.4	DEL	18	3.5%	No
OR52K2		11p15.4	DEL	18	3.5%	No
UBE2F		2q37.3	DEL	18	3.5%	No
LINC01107		2q37.3	DEL	18	3.5%	No
LINC02610		2q37.3	DEL	18	3.5%	No
MSL3P1		2q37.1	DEL	18	3.5%	No
GSX2		4q12	AMP	18	3.5%	No
DTX3		12q13.3	AMP	18	3.5%	No
NLRP7		19q13.42	DEL	18	3.5%	No
ADCK5		8q24.3	AMP	18	3.5%	No
MAPK15		-	AMP	18	3.5%	No
ODF3L2		19p13.3	AMP	18	3.5%	No
ZNF707		8q24.3	AMP	18	3.5%	No
BREA2		8q24.3	AMP	18	3.5%	No
FAM83H		8q24.3	AMP	18	3.5%	No
ZNF252P		8q24.3	AMP	18	3.5%	No
TMED10P1		8q24.3	AMP	18	3.5%	No
ZNF252P-AS1		8q24.3	AMP	18	3.5%	No
ZFP41		8q24.3	AMP	18	3.5%	No
MROH2A		2q37.1	DEL	18	3.5%	No
ESPNL		2q37.3	DEL	18	3.5%	No
NRBP2		8q24.3	AMP	18	3.5%	No
ZNF517		8q24.3	AMP	18	3.5%	No
WDR97		8q24.3	AMP	18	3.5%	No
TMEM249		8q24.3	AMP	18	3.5%	No
RBM44		2q37.3	DEL	18	3.5%	No
SPATC1		8q24.3	AMP	18	3.5%	No
KLHL30		2q37.3	DEL	18	3.5%	No
MAFA		8q24.3	AMP	18	3.5%	No
RPL21P44		4q12	AMP	18	3.5%	No
C8ORF82		8q24.3	AMP	18	3.5%	No
LRRC24		8q24.3	AMP	18	3.5%	No
MROH6		8q24.3	AMP	18	3.5%	No
SCX		8q24.3	AMP	18	3.5%	No
LOC643387		2q37.3	DEL	18	3.5%	No
SCARNA6		2q37.1	DEL	18	3.5%	No
SCARNA5		2q37.1	DEL	18	3.5%	No
MROH1		8q24.3	AMP	18	3.5%	No
FAM83H-AS1		8q24.3	AMP	18	3.5%	No
CCDC166		8q24.3	AMP	18	3.5%	No
TONSL-AS1		8q24.3	AMP	18	3.5%	No
UBE2F-SCLY		2q37.3	DEL	18	3.5%	No
LINC00536		8q23.3	AMP	18	3.5%	No
LOC101928804		19q13.42	DEL	18	3.5%	No
A2M		12p13.31	AMP	17	3.3%	No
A2MP1		12p13.31	AMP	17	3.3%	No
ALPI		2q37.1	DEL	17	3.3%	No
ALPP		2q37.1	DEL	17	3.3%	No
ALPG		2q37.1	DEL	17	3.3%	No
APBB1		11p15.4	DEL	17	3.3%	No
CCKBR		11p15.4	DEL	17	3.3%	No
CHRND		2q37.1	DEL	17	3.3%	No
CHRNG		2q37.1	DEL	17	3.3%	No
CNGA4		11p15.4	DEL	17	3.3%	No
CYP11B1		8q24.3	AMP	17	3.3%	No
CYP11B2		8q24.3	AMP	17	3.3%	No
PHC1		12p13.31	AMP	17	3.3%	No
GBX2		2q37.2	DEL	17	3.3%	No
GML		8q24.3	AMP	17	3.3%	No
GPX4		19p13.3	AMP	17	3.3%	No
HBB		11p15.4	DEL	17	3.3%	No
HBBP1		11p15.4	DEL	17	3.3%	No
HBD		11p15.4	DEL	17	3.3%	No
HBE1		11p15.4	DEL	17	3.3%	No
HBG1		11p15.4	DEL	17	3.3%	No
HBG2		11p15.4	DEL	17	3.3%	No
IFNB1		9p21.3	DEL	17	3.3%	No
INPP5D		2q37.1	DEL	17	3.3%	Yes
LAIR1		19q13.42	DEL	17	3.3%	No
LAIR2		19q13.42	DEL	17	3.3%	No
LY6E		8q24.3	AMP	17	3.3%	No
LY6H		8q24.3	AMP	17	3.3%	No
M6PR		12p13.31	AMP	17	3.3%	No
NDUFA3		19q13.42	DEL	17	3.3%	No
NEU2		2q37.1	DEL	17	3.3%	No
CNOT3		19q13.42	DEL	17	3.3%	Yes
PRKCG		19q13.42	DEL	17	3.3%	No
PZP		12p13.31	AMP	17	3.3%	No
RPS9		19q13.42	DEL	17	3.3%	No
SMPD1		11p15.4	DEL	17	3.3%	No
SPP2		2q37.1	DEL	17	3.3%	No
PSCA		8q24.3	AMP	17	3.3%	No
LY6D		8q24.3	AMP	17	3.3%	No
JRK		8q24.3	AMP	17	3.3%	No
ECEL1		2q37.1	DEL	17	3.3%	No
EIF4E2		2q37.1	DEL	17	3.3%	No
HUWE1		Xp11.22	AMP	17	3.3%	No
KLRG1		12p13.31	AMP	17	3.3%	No
LILRB2		19q13.42	DEL	17	3.3%	No
TRIM3		11p15.4	DEL	17	3.3%	No
OR7E12P		11p15.4	DEL	17	3.3%	No
LILRB1		19q13.42	DEL	17	3.3%	No
COPS8		2q37.3	DEL	17	3.3%	No
LILRB5		19q13.42	DEL	17	3.3%	No
LILRB4		19q13.42	DEL	17	3.3%	No
LILRA1		19q13.42	DEL	17	3.3%	No
LILRB3		19q13.42	DEL	17	3.3%	No
LILRA3		19q13.4	DEL	17	3.3%	No
LILRA2		19q13.42	DEL	17	3.3%	No
SBNO2		19p13.3	AMP	17	3.3%	No
ARC		8q24.3	AMP	17	3.3%	No
OR52A1		11p15.4	DEL	17	3.3%	No
LILRA4		19q13.42	DEL	17	3.3%	No
ARFIP2		11p15.4	DEL	17	3.3%	No
SHC2		19p13.3	AMP	17	3.3%	No
PRPF31		19q13.42	DEL	17	3.3%	No
TIMM10B		11p15.4	DEL	17	3.3%	No
TFPT		19q13.42	DEL	17	3.3%	Yes
UBQLN3		11p15.4	DEL	17	3.3%	No
THEG		19p13.3	AMP	17	3.3%	No
THEM6		8q24.3	AMP	17	3.3%	No
TRIM34		11p15.4	DEL	17	3.3%	No
MIER2		19p13.3	AMP	17	3.3%	No
UGT1A10		2q37.1	DEL	17	3.3%	No
UGT1A8		2q37.1	DEL	17	3.3%	No
UGT1A7		2q37.1	DEL	17	3.3%	No
UGT1A6		2q37.1	DEL	17	3.3%	No
UGT1A5		2q37.1	DEL	17	3.3%	No
UGT1A9		2q37.1	DEL	17	3.3%	No
UGT1A4		2q37.1	DEL	17	3.3%	No
UGT1A1		2q37.1	DEL	17	3.3%	No
UGT1A3		2q37.1	DEL	17	3.3%	No
LY6K		8q24.3	AMP	17	3.3%	No
TRIM68		11p15.4	DEL	17	3.3%	No
MMP26		11p15.4	DEL	17	3.3%	No
ACKR3		2q37.3	DEL	17	3.3%	Yes
SLURP1		8q24.3	AMP	17	3.3%	No
TTYH1		19q13.42	DEL	17	3.3%	No
CACNG8		19q13.42	DEL	17	3.3%	No
CACNG7		19q13.42	DEL	17	3.3%	No
CACNG6		19q13.42	DEL	17	3.3%	No
LYNX1		8q24.3	AMP	17	3.3%	No
TSEN34		19q13.42	DEL	17	3.3%	No
MBOAT7		19q13.42	DEL	17	3.3%	No
LENG1		19q13.42	DEL	17	3.3%	No
LILRP2		19q13.42	DEL	17	3.3%	No
LILRA6		19q13.42	DEL	17	3.3%	No
OR51G1		11p15.4	DEL	17	3.3%	No
OR51B4		11p15.4	DEL	17	3.3%	No
OR51B2		11p15.4	DEL	17	3.3%	No
OR52N1		11p15.4	DEL	17	3.3%	No
IQCA1		2q37.2-q37.3	DEL	17	3.3%	No
PIP4K2C		12q13.3	AMP	17	3.3%	No
OR51G2		11p15.4	DEL	17	3.3%	No
OR51E2		11p15.4	DEL	17	3.3%	No
VOPP1		7p11.2	AMP	17	3.3%	No
FIP1L1		4q12	AMP	17	3.3%	Yes
FAM160A2		11p15.4	DEL	17	3.3%	No
LNX1		4q12	AMP	17	3.3%	No
KIR3DX1		19q13.42	DEL	17	3.3%	No
MYADM		19q13.42	DEL	17	3.3%	No
LENG9		19q13.42	DEL	17	3.3%	No
CAVIN3		11p15.4	DEL	17	3.3%	No
CSMD3		8q23.3	AMP	17	3.3%	No
LENG8		19q13.42	DEL	17	3.3%	No
AGAP1		2q37.2	DEL	17	3.3%	No
TRIM6		11p15.4	DEL	17	3.3%	No
OR52E2		11p15.4	DEL	17	3.3%	No
OR52J3		11p15.4	DEL	17	3.3%	No
OR51L1		11p15.4	DEL	17	3.3%	No
OR51A7		11p15.4	DEL	17	3.3%	No
OR51S1		11p15.4	DEL	17	3.3%	No
OR51F2		11p15.4	DEL	17	3.3%	No
OR52R1		11p15.4	DEL	17	3.3%	No
OR52M1		11p15.4	DEL	17	3.3%	No
OR52W1		11p15.4	DEL	17	3.3%	No
OR56A4		11p15.4	DEL	17	3.3%	No
OR56A1		11p15.4	DEL	17	3.3%	No
OSCAR		19q13.42	DEL	17	3.3%	No
C2CD4C		19p13.3	AMP	17	3.3%	No
DIS3L2		2q37.1	DEL	17	3.3%	No
LYPD2		8q24.3	AMP	17	3.3%	No
C11ORF40		11p15.4	DEL	17	3.3%	No
OR52I2		11p15.4	DEL	17	3.3%	No
OR51E1		11p15.4	DEL	17	3.3%	No
UBQLNL		11p15.4	DEL	17	3.3%	No
DNHD1		11p15.4	DEL	17	3.3%	No
A2ML1		12p13.31	AMP	17	3.3%	No
A2M-AS1		12p13.31	AMP	17	3.3%	No
TMC4		19q13.42	DEL	17	3.3%	No
CDC42EP5		19q13.42	DEL	17	3.3%	No
SCFD2		4q12	AMP	17	3.3%	No
C11ORF42		11p15.4	DEL	17	3.3%	No
COL22A1		8q24.23-q24.3	AMP	17	3.3%	No
OR56B4		11p15.4	DEL	17	3.3%	No
TIGD1		2q37.1	DEL	17	3.3%	No
LINC00612		12p13.31	AMP	17	3.3%	No
OR52B2		11p15.4	DEL	17	3.3%	No
OR51F1		11p15.4	DEL	17	3.3%	No
OR51B5		11p15.4	DEL	17	3.3%	No
OR51V1		11p15.4	DEL	17	3.3%	No
C8ORF31		8q24.3	AMP	17	3.3%	No
GPIHBP1		8q24.3	AMP	17	3.3%	No
OR52B6		11p15.4	DEL	17	3.3%	No
ECEL1P2		2q37.1	DEL	17	3.3%	No
LILRA5		19q13.42	DEL	17	3.3%	No
OR56B1		11p15.4	DEL	17	3.3%	No
OR52K1		11p15.4	DEL	17	3.3%	No
OR52I1		11p15.4	DEL	17	3.3%	No
OR51D1		11p15.4	DEL	17	3.3%	No
OR52A5		11p15.4	DEL	17	3.3%	No
OR51B6		11p15.4	DEL	17	3.3%	No
OR51M1		11p15.4	DEL	17	3.3%	No
OR51Q1		11p15.4	DEL	17	3.3%	No
OR51I1		11p15.4	DEL	17	3.3%	No
OR51I2		11p15.4	DEL	17	3.3%	No
OR52D1		11p15.4	DEL	17	3.3%	No
OR52H1		11p15.4	DEL	17	3.3%	No
OR52N4		11p15.4	DEL	17	3.3%	No
OR52N5		11p15.4	DEL	17	3.3%	No
OR52N2		11p15.4	DEL	17	3.3%	No
OR52E6		11p15.4	DEL	17	3.3%	No
ASB18		2q37.2	DEL	17	3.3%	No
HACD4		9p21.3	DEL	17	3.3%	No
OR51T1		11p15.4	DEL	17	3.3%	No
OR51A4		11p15.4	DEL	17	3.3%	No
OR51A2		11p15.4	DEL	17	3.3%	No
DNAJB3		2q37.1	DEL	17	3.3%	No
TRIM6-TRIM34		11p15.4	DEL	17	3.3%	No
PRSS56		2q37.1	DEL	17	3.3%	No
TSSC2		11p15.4	DEL	17	3.3%	No
CDC42P3		8q24.3	AMP	17	3.3%	No
LY6E-DT		8q24.3	AMP	17	3.3%	No
LOC100286922		2q37.1	DEL	17	3.3%	No
LNCOC1		8q24.3	AMP	17	3.3%	No
LINC00987		12p13.31	AMP	17	3.3%	No
LNX1-AS2		4q12	AMP	17	3.3%	No
CD69		12p13.31	AMP	16	3.1%	No
HPX		11p15.4	DEL	16	3.1%	No
KIF5A		12q13.3	AMP	16	3.1%	No
KLRB1		12p13.31	AMP	16	3.1%	No
KLRC1		12p13.2	AMP	16	3.1%	No
KLRC2		12p13.2	AMP	16	3.1%	No
KLRC3		12p13.2	AMP	16	3.1%	No
KLRD1		12p13.2	AMP	16	3.1%	No
OLR1		12p13.2	AMP	16	3.1%	No
PRH1		12p13.2	AMP	16	3.1%	No
PRH2		12p13.2	AMP	16	3.1%	No
ZNF214		11p15.4	DEL	16	3.1%	No
ZNF215		11p15.4	DEL	16	3.1%	No
KLRC4		12p13.2	AMP	16	3.1%	No
YBX3		12p13.2	AMP	16	3.1%	No
PLPP2		19p13.3	AMP	16	3.1%	No
CLEC2B		12p13.31	AMP	16	3.1%	No
TRIM22		11p15.4	DEL	16	3.1%	No
KLRA1P		12p13.2	AMP	16	3.1%	No
PRR4		12p13.2	AMP	16	3.1%	No
KLRK1		12p13.2	AMP	16	3.1%	No
RRP8		11p15.4	DEL	16	3.1%	No
GABARAPL1		12p13.2	AMP	16	3.1%	No
OR5E1P		11p15.4	DEL	16	3.1%	No
OR10A3		11p15.4	DEL	16	3.1%	No
CLEC2D		12p13.31	AMP	16	3.1%	No
TAS2R9		12p13.2	AMP	16	3.1%	No
TAS2R8		12p13.2	AMP	16	3.1%	No
TAS2R7		12p13.2	AMP	16	3.1%	No
TAS2R13		12p13.2	AMP	16	3.1%	No
TAS2R10		12p13.2	AMP	16	3.1%	No
TAS2R14		12p13.2	AMP	16	3.1%	No
FAM135B		8q24.23	AMP	16	3.1%	No
CLEC1B		12p13.31-p13.2	AMP	16	3.1%	No
CLEC1A		12p13.2	AMP	16	3.1%	No
KLRF1		12p13.31	AMP	16	3.1%	No
MAGOHB		12p13.2	AMP	16	3.1%	No
STYK1		12p13.2	AMP	16	3.1%	No
ZNF331		19q13.42	DEL	16	3.1%	Yes
CLEC7A		12p13.2	AMP	16	3.1%	No
OR4F17		19p13.3	AMP	16	3.1%	No
TRIM5		11p15.4	DEL	16	3.1%	No
ZNF765		19q13.42	DEL	16	3.1%	No
NLRP12		19q13.42	DEL	16	3.1%	No
OR5P2		11p15.4	DEL	16	3.1%	No
OR5P3		11p15.4	DEL	16	3.1%	No
OR2D3		11p15.4	DEL	16	3.1%	No
OR2D2		11p15.4	DEL	16	3.1%	No
TMEM52B		12p13.2	AMP	16	3.1%	No
ZNF813		19q13.42	DEL	16	3.1%	No
SYT9		11p15.4	DEL	16	3.1%	No
OR10A5		11p15.4	DEL	16	3.1%	No
TPM3P9		19q13.42	DEL	16	3.1%	No
CLEC12A		12p13.31	AMP	16	3.1%	No
CLECL1		12p13.31	AMP	16	3.1%	No
ZNF525		19q13.42	DEL	16	3.1%	No
OR10A4		11p15.4	DEL	16	3.1%	No
LOC283299		11p15.4	DEL	16	3.1%	No
CLEC9A		12p13.2	AMP	16	3.1%	No
LOC284379		19q13.42	DEL	16	3.1%	No
VSTM1		19q13.42	DEL	16	3.1%	No
OR52L1		11p15.4	DEL	16	3.1%	No
OR10A2		11p15.4	DEL	16	3.1%	No
LOC374443		12p13.31	AMP	16	3.1%	No
WASH5P		19p13.3	AMP	16	3.1%	No
GVINP1		11p15.4	DEL	16	3.1%	No
CLEC2A		12p13.31	AMP	16	3.1%	No
CLEC12B		12p13.2	AMP	16	3.1%	No
ZNF761		19q13.42	DEL	16	3.1%	No
OR52E8		11p15.4	DEL	16	3.1%	No
OR52E4		11p15.4	DEL	16	3.1%	No
OR56A3		11p15.4	DEL	16	3.1%	No
OR56A5		11p15.4	DEL	16	3.1%	No
OR10A6		11p15.4	DEL	16	3.1%	No
LINC01002		19p13.3	AMP	16	3.1%	No
DDX12P		12p13.31	AMP	16	3.1%	No
TARM1		19q13.42	DEL	16	3.1%	No
DPRX		19q13.42	DEL	16	3.1%	No
LOC642846		12p13.31	AMP	16	3.1%	No
IZUMO3		9p21.3	DEL	16	3.1%	No
KLRF2		12p13.31	AMP	16	3.1%	No
LINC02470		12p13.31	AMP	16	3.1%	No
KLRC4-KLRK1		12p13.2	AMP	16	3.1%	No
PRH1-PRR4		12p13.2	AMP	16	3.1%	No
LNX1-AS1		4q12	AMP	16	3.1%	No
TPP1		11p15.4	DEL	15	2.9%	No
ILK		11p15.4	DEL	15	2.9%	No
PRB3		12p13.2	AMP	15	2.9%	No
PRB4		12p13.2	AMP	15	2.9%	No
TAF10		11p15.4	DEL	15	2.9%	No
TUB		11p15.4	DEL	15	2.9%	No
PPFIBP2		11p15.4	DEL	15	2.9%	No
OR6A2		11p15.4	DEL	15	2.9%	No
DCHS1		11p15.4	DEL	15	2.9%	No
EIF3F		11p15.4	DEL	15	2.9%	No
DCTN2		12q13.3	AMP	15	2.9%	No
RBMXL2		11p15.4	DEL	15	2.9%	No
CYB5R2		11p15.4	DEL	15	2.9%	No
FOCAD		9p21.3	DEL	15	2.9%	No
ZNF415		19q13.42	DEL	15	2.9%	No
MRPL17		11p15.4	DEL	15	2.9%	No
ZNF665		19q13.42	DEL	15	2.9%	No
SBF2		11p15.4	DEL	15	2.9%	No
ZNF347		19q13.42	DEL	15	2.9%	No
ZNF160		19q13.41-q13.42	DEL	15	2.9%	No
ATP23		12q14.1	AMP	15	2.9%	No
ZNF845		19q13.42	DEL	15	2.9%	No
BIRC8		19q13.42	DEL	15	2.9%	No
OR2AG1		11p15.4	DEL	15	2.9%	No
TAS2R43		12p13.2	AMP	15	2.9%	No
TAS2R31		12p13.2	AMP	15	2.9%	No
TAS2R46		12p13.2	AMP	15	2.9%	No
TAS2R30		12p13.2	AMP	15	2.9%	No
TAS2R19		12p13.2	AMP	15	2.9%	No
TAS2R20		12p13.2	AMP	15	2.9%	No
TAS2R50		12p13.2	AMP	15	2.9%	No
OLFML1		11p15.4	DEL	15	2.9%	No
VN1R2		19q13.42	DEL	15	2.9%	No
VN1R4		19q13.42	DEL	15	2.9%	No
NLRP10		11p15.4	DEL	15	2.9%	No
NLRP14		11p15.4	DEL	15	2.9%	No
OR2AG2		11p15.4	DEL	15	2.9%	No
OVCH2		11p15.4	DEL	15	2.9%	No
ZNF677		19q13.42	DEL	15	2.9%	No
TAS2R42		12p13.2	AMP	15	2.9%	No
ZNF818P		19q13.42	DEL	15	2.9%	No
FAM90A27P		19q13.42	DEL	15	2.9%	No
SMIM10L1		12p13.2	AMP	15	2.9%	No
LOC100506258		11p15.4	DEL	15	2.9%	No
GIHCG		12q14.1	AMP	15	2.9%	No
ATP5F1D		19p13.3	AMP	14	2.7%	No
CIRBP		19p13.3	AMP	14	2.7%	No
ETV6		12p13.2	AMP	14	2.7%	Yes
MKNK2		19p13.3	AMP	14	2.7%	No
KDR		4q12	AMP	14	2.7%	Yes
KIT		4q12	AMP	14	2.7%	Yes
LMO1		11p15.4	DEL	14	2.7%	Yes
MDM4		1q32.1	AMP	14	2.7%	Yes
MKLN1		7q32.3	AMP	14	2.7%	No
PFKFB1		Xp11.21	AMP	14	2.7%	No
PIK3C2B		1q32.1	AMP	14	2.7%	Yes
PRB1		12p13.2	AMP	14	2.7%	No
RPL27A		11p15.4	DEL	14	2.7%	No
ST5		11p15.4	DEL	14	2.7%	No
STK11		19p13.3	AMP	14	2.7%	Yes
TRO		Xp11.21	AMP	14	2.7%	No
WEE1		11p15.4	DEL	14	2.7%	No
ZNF143		11p15.4	DEL	14	2.7%	No
CLOCK		4q12	AMP	14	2.7%	No
TRIM66		11p15.4	DEL	14	2.7%	No
LRRN2		1q32.1	AMP	14	2.7%	No
IPO7		11p15.4	DEL	14	2.7%	No
MAGED2		Xp11.21	AMP	14	2.7%	No
PLEKHA6		1q32.1	AMP	14	2.7%	No
SWAP70		11p15.4	DEL	14	2.7%	No
DENND5A		11p15.4	DEL	14	2.7%	No
OR8B2		11q24.2	AMP	14	2.7%	No
C19ORF24		19p13.3	AMP	14	2.7%	No
TMEM165		4q12	AMP	14	2.7%	No
AKIP1		11p15.4	DEL	14	2.7%	No
C11ORF16		11p15.4	DEL	14	2.7%	No
TMEM9B		11p15.4	DEL	14	2.7%	No
NRIP3		11p15.4	DEL	14	2.7%	No
ASCL3		11p15.4	DEL	14	2.7%	No
SCUBE2		11p15.4	DEL	14	2.7%	No
